,Name,Class,Rarity,Slot,Type,PVE Rating,PVP Rating,Link,Image
136,Guiding Star,-,Legendary,Kinetic,AutoRifle,4,5,https://www.light.gg/db/items/472847207,https://www.bungie.net/common/destiny2_content/icons/9a9ccc018bf51b9634f5062aeb514e6b.jpg
137,Halfdan-D,-,Legendary,Kinetic,AutoRifle,4.3,4.7,https://www.light.gg/db/items/1518042134,https://www.bungie.net/common/destiny2_content/icons/7d5f50e49bdbdcf9de4fb8b098bfbda8.jpg
138,Halfdan-D,-,Legendary,Kinetic,AutoRifle,3,4,https://www.light.gg/db/items/3778520450,https://www.bungie.net/common/destiny2_content/icons/7d5f50e49bdbdcf9de4fb8b098bfbda8.jpg
139,Hazard of the Cast,-,Legendary,Kinetic,AutoRifle,5,3.7,https://www.light.gg/db/items/1789347249,https://www.bungie.net/common/destiny2_content/icons/b2a97700ee1a10d9e388f498d26681c4.jpg
140,Herod-C,-,Legendary,Kinetic,AutoRifle,4.3,3.8,https://www.light.gg/db/items/1788603939,https://www.bungie.net/common/destiny2_content/icons/cde164ce6c8756f293b6cc3cee5ed56a.jpg
141,Horror Story,-,Legendary,Kinetic,AutoRifle,3.2,2.8,https://www.light.gg/db/items/3829285960,https://www.bungie.net/common/destiny2_content/icons/17be61f7869334e87209f4caa0041b26.jpg
142,Krait,-,Legendary,Kinetic,AutoRifle,4.7,3.4,https://www.light.gg/db/items/2852052802,https://www.bungie.net/common/destiny2_content/icons/d48b478f3f1040adf3f549a455ae94c8.jpg
143,Lodbrok-C,-,Legendary,Kinetic,AutoRifle,4.6,3.9,https://www.light.gg/db/items/2328531378,https://www.bungie.net/common/destiny2_content/icons/3385540cd91434fe0014f5b89a593a4a.jpg
144,Loquitor IV,-,Legendary,Kinetic,AutoRifle,5,5,https://www.light.gg/db/items/1650442173,https://www.bungie.net/common/destiny2_content/icons/3dbba82b8a1793b01821499cdd961e7e.jpg
145,Old Sterling,-,Legendary,Kinetic,AutoRifle,4.6,2.3,https://www.light.gg/db/items/3678653083,https://www.bungie.net/common/destiny2_content/icons/44f4bc5b7dea003689dca1b16c2e5a09.jpg
146,Origin Story,-,Legendary,Kinetic,AutoRifle,4,4,https://www.light.gg/db/items/1644162710,https://www.bungie.net/common/destiny2_content/icons/ea16b1d2866b72aa523aff1f7515a79a.jpg
147,Orimund's Anvil,-,Legendary,Kinetic,AutoRifle,5,5,https://www.light.gg/db/items/1369487074,https://www.bungie.net/common/destiny2_content/icons/4ce578dbda50694d6abf081ab0a21756.jpg
148,Perpetualis,-,Legendary,Kinetic,AutoRifle,4.6,3.5,https://www.light.gg/db/items/392008588,https://www.bungie.net/common/destiny2_content/icons/4a66fe9c09e9a5f9d627423e8b5a83f5.jpg
149,Pluperfect,-,Legendary,Kinetic,AutoRifle,3.6,4.2,https://www.light.gg/db/items/1952163498,https://www.bungie.net/common/destiny2_content/icons/45ce335d0d14197cfd2a1ef2bffd5fdc.jpg
150,Rufus's Fury,-,Legendary,Kinetic,AutoRifle,4.7,4.1,https://www.light.gg/db/items/484515708,https://www.bungie.net/common/destiny2_content/icons/4b2875c89f540ce52d48dba19dac477e.jpg
151,Rufus's Fury (Adept),-,Legendary,Kinetic,AutoRifle,4.9,4.3,https://www.light.gg/db/items/342514437,https://www.bungie.net/common/destiny2_content/icons/d97300af968982189795f000da4f3a97.jpg
152,Scathelocke,-,Legendary,Kinetic,AutoRifle,4.5,4,https://www.light.gg/db/items/602618796,https://www.bungie.net/common/destiny2_content/icons/7c6941e445fa980991ab3c05d5dd2b7f.jpg
153,Scathelocke,-,Legendary,Kinetic,AutoRifle,4.6,4.8,https://www.light.gg/db/items/3762467078,https://www.bungie.net/common/destiny2_content/icons/7c6941e445fa980991ab3c05d5dd2b7f.jpg
154,Seventh Seraph Carbine,-,Legendary,Kinetic,AutoRifle,4.2,3,https://www.light.gg/db/items/1561006927,https://www.bungie.net/common/destiny2_content/icons/985ad3925eda2b149ddc61ad07eaada6.jpg
155,Seventh Seraph Carbine,-,Legendary,Kinetic,AutoRifle,3.9,3.1,https://www.light.gg/db/items/4070357005,https://www.bungie.net/common/destiny2_content/icons/9accd37c7b06804618fc9557f3f2b480.jpg
156,Steelfeather Repeater,-,Legendary,Kinetic,AutoRifle,4.6,3,https://www.light.gg/db/items/1251729046,https://www.bungie.net/common/destiny2_content/icons/284d6a4601ef7f6c213fed6341a08663.jpg
157,The Doubt,-,Legendary,Kinetic,AutoRifle,0,0,https://www.light.gg/db/items/1099433612,https://www.bungie.net/common/destiny2_content/icons/264beee741a6fe088055bfbe23f015d8.jpg
158,The Forward Path,-,Legendary,Kinetic,AutoRifle,4.1,4.7,https://www.light.gg/db/items/1690783811,https://www.bungie.net/common/destiny2_content/icons/6539d2503c231065fb6da05676084fd7.jpg
159,The Forward Path,-,Legendary,Kinetic,AutoRifle,4,5,https://www.light.gg/db/items/2014642399,https://www.bungie.net/common/destiny2_content/icons/6539d2503c231065fb6da05676084fd7.jpg
160,The Last Breath,-,Legendary,Kinetic,AutoRifle,3,4.8,https://www.light.gg/db/items/1503609584,https://www.bungie.net/common/destiny2_content/icons/b142865fe6d5459a4ccbc32de8b685ac.jpg
161,The Last Breath,-,Legendary,Kinetic,AutoRifle,4.7,3.7,https://www.light.gg/db/items/507038823,https://www.bungie.net/common/destiny2_content/icons/b142865fe6d5459a4ccbc32de8b685ac.jpg
162,Tigerspite,-,Legendary,Kinetic,AutoRifle,4.4,3.7,https://www.light.gg/db/items/640114618,https://www.bungie.net/common/destiny2_content/icons/2c48ce32f112ccad3ba09dc67718d6bf.jpg
163,Accrued Redemption,-,Legendary,Kinetic,CombatBow,4.2,4.2,https://www.light.gg/db/items/4095896073,https://www.bungie.net/common/destiny2_content/icons/adbd4c3544c36a8c94e976bbb806095d.jpg
164,Biting Winds,-,Legendary,Kinetic,CombatBow,4.4,4.6,https://www.light.gg/db/items/1621657423,https://www.bungie.net/common/destiny2_content/icons/b9e873ef06d72d94d12d8240c6971eb0.jpg
165,Fel Taradiddle,-,Legendary,Kinetic,CombatBow,4.9,3.7,https://www.light.gg/db/items/1399109800,https://www.bungie.net/common/destiny2_content/icons/b310e3fcc77442904c6ef28124be4d01.jpg
166,Lunulata-4b,-,Legendary,Kinetic,CombatBow,4.6,3.6,https://www.light.gg/db/items/2513965917,https://www.bungie.net/common/destiny2_content/icons/f805d81b5d20407ef668588121a97706.jpg
167,No Turning Back,-,Legendary,Kinetic,CombatBow,4.1,3.7,https://www.light.gg/db/items/720351794,https://www.bungie.net/common/destiny2_content/icons/84c37b835b621cb8280740ba7ab50738.jpg
168,Raconteur,-,Legendary,Kinetic,CombatBow,4.8,4.4,https://www.light.gg/db/items/45643573,https://www.bungie.net/common/destiny2_content/icons/4dedb031f184f670e26892b3e2d1338c.jpg
169,The Spiteful Fang,-,Legendary,Kinetic,CombatBow,4.1,3.9,https://www.light.gg/db/items/421573768,https://www.bungie.net/common/destiny2_content/icons/03bda9652787e5b8dc553b9559fe1e4f.jpg
170,Whispering Slab,-,Legendary,Kinetic,CombatBow,4.8,3.7,https://www.light.gg/db/items/211938782,https://www.bungie.net/common/destiny2_content/icons/ff8b7820f127aab0e82e170739cdb6d0.jpg
171,Whistler's Whim,-,Legendary,Kinetic,CombatBow,3.5,2.5,https://www.light.gg/db/items/3165143747,https://www.bungie.net/common/destiny2_content/icons/e71abcebcbcf518f8615995f9c3fc890.jpg
172,Whistler's Whim,-,Legendary,Kinetic,CombatBow,3.6,3.8,https://www.light.gg/db/items/1574601402,https://www.bungie.net/common/destiny2_content/icons/2a276aedf0ce41cb0da3851749430bba.jpg
173,Whistler's Whim (Adept),-,Legendary,Kinetic,CombatBow,4,3.5,https://www.light.gg/db/items/161675590,https://www.bungie.net/common/destiny2_content/icons/e7dd117f3d00d49e8da86f990191d40d.jpg
174,Whistler's Whim (Adept),-,Legendary,Kinetic,CombatBow,3.6,4.2,https://www.light.gg/db/items/711889599,https://www.bungie.net/common/destiny2_content/icons/aaa2bef70ce401f18df5a74377c6aa43.jpg
175,Aurvandil FR6,-,Legendary,Kinetic,FusionRifle,4.8,4,https://www.light.gg/db/items/963710795,https://www.bungie.net/common/destiny2_content/icons/d2a1e79073071a23390a86acce21db75.jpg
176,Burden of Guilt,-,Legendary,Kinetic,FusionRifle,4,4.2,https://www.light.gg/db/items/933455006,https://www.bungie.net/common/destiny2_content/icons/7ed87e99d866b999335c13f7d80e4645.jpg
177,Burden of Guilt (Adept),-,Legendary,Kinetic,FusionRifle,4,4.2,https://www.light.gg/db/items/2002522739,https://www.bungie.net/common/destiny2_content/icons/662af45295f6e59d14c1dc7e27cb1906.jpg
178,Deliverance,-,Legendary,Kinetic,FusionRifle,4.7,4.4,https://www.light.gg/db/items/768621510,https://www.bungie.net/common/destiny2_content/icons/b32b09e7a3e0cf827ca1bea39dc71d05.jpg
179,Deliverance (Adept),-,Legendary,Kinetic,FusionRifle,4,3.7,https://www.light.gg/db/items/2943293195,https://www.bungie.net/common/destiny2_content/icons/541f69a657fedd37c46c2d0661f5cc77.jpg
180,Pressurized Precision,-,Legendary,Kinetic,FusionRifle,3.8,4,https://www.light.gg/db/items/1084190509,https://www.bungie.net/common/destiny2_content/icons/d9ba41fd5e27b1021e2ec66db4ed361e.jpg
181,Riptide,-,Legendary,Kinetic,FusionRifle,4.9,3.8,https://www.light.gg/db/items/2715240478,https://www.bungie.net/common/destiny2_content/icons/3c11c148d24883cd480fd67f50bb78b2.jpg
182,Ignition Code,-,Legendary,Kinetic,GrenadeLauncher,4.9,4,https://www.light.gg/db/items/304659313,https://www.bungie.net/common/destiny2_content/icons/42cd2f0993f9bb0f79461aba1801b105.jpg
183,Lingering Dread,-,Legendary,Kinetic,GrenadeLauncher,5,3.9,https://www.light.gg/db/items/2026087437,https://www.bungie.net/common/destiny2_content/icons/c61e5c1014b290cb63026938ed4982fc.jpg
184,New Pacific Epitaph,-,Legendary,Kinetic,GrenadeLauncher,4.3,3.7,https://www.light.gg/db/items/1125217994,https://www.bungie.net/common/destiny2_content/icons/8badd2112f3bb7431f7d218e3ef10b33.jpg
185,Pardon Our Dust,-,Legendary,Kinetic,GrenadeLauncher,4.6,2.9,https://www.light.gg/db/items/3849810018,https://www.bungie.net/common/destiny2_content/icons/c7635844a35618da853562b0a7dcdd55.jpg
186,The Militia's Birthright,-,Legendary,Kinetic,GrenadeLauncher,3.4,3.9,https://www.light.gg/db/items/3745974521,https://www.bungie.net/common/destiny2_content/icons/b6624ac9c56f8d583f7b1951f29815e4.jpg
187,The Militia's Birthright,-,Legendary,Kinetic,GrenadeLauncher,4.3,3,https://www.light.gg/db/items/40394833,https://www.bungie.net/common/destiny2_content/icons/b6624ac9c56f8d583f7b1951f29815e4.jpg
188,The Militia's Birthright,-,Legendary,Kinetic,GrenadeLauncher,4.3,2.5,https://www.light.gg/db/items/1854753405,https://www.bungie.net/common/destiny2_content/icons/db0c5329c9cfe3819e48c281b5e8e34e.jpg
189,The Militia's Birthright (Adept),-,Legendary,Kinetic,GrenadeLauncher,4.5,3.7,https://www.light.gg/db/items/2378101424,https://www.bungie.net/common/destiny2_content/icons/b6624ac9c56f8d583f7b1951f29815e4.jpg
190,The Militia's Birthright (Adept),-,Legendary,Kinetic,GrenadeLauncher,3.5,2,https://www.light.gg/db/items/4162642204,https://www.bungie.net/common/destiny2_content/icons/0fc04afd670f5c1a31ba9183671ab730.jpg
191,The Mountaintop,-,Legendary,Kinetic,GrenadeLauncher,4.5,4.5,https://www.light.gg/db/items/3993415705,https://www.bungie.net/common/destiny2_content/icons/b3c36491cf5876c9784311d0a5c0d012.jpg
192,Agamid,-,Legendary,Kinetic,HandCannon,5,5,https://www.light.gg/db/items/1406475890,https://www.bungie.net/common/destiny2_content/icons/cb8233b08dd0d4f77796140aa9857c42.jpg
193,Austringer,-,Legendary,Kinetic,HandCannon,4.1,4.5,https://www.light.gg/db/items/2429822977,https://www.bungie.net/common/destiny2_content/icons/e905d8c17ef5ead5c6f9cd107b4b6f09.jpg
194,Austringer,-,Legendary,Kinetic,HandCannon,4.4,4.7,https://www.light.gg/db/items/3055790362,https://www.bungie.net/common/destiny2_content/icons/e905d8c17ef5ead5c6f9cd107b4b6f09.jpg
195,Bad News,-,Legendary,Kinetic,HandCannon,3,3,https://www.light.gg/db/items/2145476620,https://www.bungie.net/common/destiny2_content/icons/33210303bb2e3b7948ae831236366231.jpg
196,Bad News XF4354,-,Legendary,Kinetic,HandCannon,3.6,4.4,https://www.light.gg/db/items/2824241403,https://www.bungie.net/common/destiny2_content/icons/9317f8caffbc75c46fd6bff3c962cb39.jpg
197,Better Devils,-,Legendary,Kinetic,HandCannon,0,4,https://www.light.gg/db/items/1048266744,https://www.bungie.net/common/destiny2_content/icons/f4b794cd673cd939521f9a2dcc9a5476.jpg
198,Better Devils,-,Legendary,Kinetic,HandCannon,4.4,4.7,https://www.light.gg/db/items/153979397,https://www.bungie.net/common/destiny2_content/icons/f4b794cd673cd939521f9a2dcc9a5476.jpg
199,Crimil's Dagger,-,Legendary,Kinetic,HandCannon,3.5,4.2,https://www.light.gg/db/items/4292849692,https://www.bungie.net/common/destiny2_content/icons/063b3d4db62ef73dff4297c33ea1ec88.jpg
200,Crimil's Dagger,-,Legendary,Kinetic,HandCannon,0,4,https://www.light.gg/db/items/3649055823,https://www.bungie.net/common/destiny2_content/icons/063b3d4db62ef73dff4297c33ea1ec88.jpg
201,D.F.A.,-,Legendary,Kinetic,HandCannon,3.6,2.9,https://www.light.gg/db/items/575830664,https://www.bungie.net/common/destiny2_content/icons/daae1c3f913fb646c5bcc31652a132ca.jpg
202,D.F.A.,-,Legendary,Kinetic,HandCannon,4.2,3.2,https://www.light.gg/db/items/4238497225,https://www.bungie.net/common/destiny2_content/icons/daae1c3f913fb646c5bcc31652a132ca.jpg
203,D.F.A. (Adept),-,Legendary,Kinetic,HandCannon,4.3,3.8,https://www.light.gg/db/items/2006308129,https://www.bungie.net/common/destiny2_content/icons/daae1c3f913fb646c5bcc31652a132ca.jpg
204,Dire Promise,-,Legendary,Kinetic,HandCannon,3,4,https://www.light.gg/db/items/582335600,https://www.bungie.net/common/destiny2_content/icons/705612129fc13e9f6815b1e9cc635345.jpg
205,Dire Promise,-,Legendary,Kinetic,HandCannon,3.4,4.7,https://www.light.gg/db/items/2742838701,https://www.bungie.net/common/destiny2_content/icons/705612129fc13e9f6815b1e9cc635345.jpg
206,Duke Mk. 44,-,Legendary,Kinetic,HandCannon,4.4,4.5,https://www.light.gg/db/items/2112909414,https://www.bungie.net/common/destiny2_content/icons/64b1f8b6958d9deaf2a560643383def3.jpg
207,Eyasluna,-,Legendary,Kinetic,HandCannon,4.4,4.7,https://www.light.gg/db/items/235827225,https://www.bungie.net/common/destiny2_content/icons/9385daf600d89dd759c3b3f690edbc03.jpg
208,Fatebringer,-,Legendary,Kinetic,HandCannon,4.8,4.3,https://www.light.gg/db/items/2171478765,https://www.bungie.net/common/destiny2_content/icons/7741689cbc1102aa9fc742b33a106f19.jpg
209,Fatebringer (Timelost),-,Legendary,Kinetic,HandCannon,4.9,4.6,https://www.light.gg/db/items/1216319404,https://www.bungie.net/common/destiny2_content/icons/0e281ebb76f5e5ba169bd44c036fcf39.jpg
210,Home for the Lost,-,Legendary,Kinetic,HandCannon,2,5,https://www.light.gg/db/items/3216383791,https://www.bungie.net/common/destiny2_content/icons/6ae9868f767b6a25303636b2534b6568.jpg
211,Judgment,-,Legendary,Kinetic,HandCannon,3.2,4.2,https://www.light.gg/db/items/2850415209,https://www.bungie.net/common/destiny2_content/icons/038d5831a7c95696367a8894093d1c5d.jpg
212,Judgment,-,Legendary,Kinetic,HandCannon,4.2,4.1,https://www.light.gg/db/items/1476654960,https://www.bungie.net/common/destiny2_content/icons/038d5831a7c95696367a8894093d1c5d.jpg
213,Living Memory,-,Legendary,Kinetic,HandCannon,5,5,https://www.light.gg/db/items/2957542878,https://www.bungie.net/common/destiny2_content/icons/45df560e6d7f5f7697230a5c2743d598.jpg
214,Loud Lullaby,-,Legendary,Kinetic,HandCannon,3.9,3.9,https://www.light.gg/db/items/3924212056,https://www.bungie.net/common/destiny2_content/icons/eb5af35de80a8396706aaf6ffd55a5e3.jpg
215,Midnight Coup,-,Legendary,Kinetic,HandCannon,4.8,3.9,https://www.light.gg/db/items/1128225405,https://www.bungie.net/common/destiny2_content/icons/d5c1b1c3eaf09bbf7aa5592490c31aa0.jpg
216,Pribina-D,-,Legendary,Kinetic,HandCannon,0,1,https://www.light.gg/db/items/3860697509,https://www.bungie.net/common/destiny2_content/icons/7ee2a2200c89931015d467cd97ad2312.jpg
217,Pribina-D,-,Legendary,Kinetic,HandCannon,3,3.1,https://www.light.gg/db/items/4211534763,https://www.bungie.net/common/destiny2_content/icons/7ee2a2200c89931015d467cd97ad2312.jpg
218,Pure Poetry,-,Legendary,Kinetic,HandCannon,3.5,3.3,https://www.light.gg/db/items/2671639706,https://www.bungie.net/common/destiny2_content/icons/04ddfe911e2ea7cc26a11f8ec7e93839.jpg
219,Rose,-,Legendary,Kinetic,HandCannon,2,4.6,https://www.light.gg/db/items/2429822976,https://www.bungie.net/common/destiny2_content/icons/366deccf84567372b87fd9086b1d7de6.jpg
220,Rose,-,Legendary,Kinetic,HandCannon,3.4,5,https://www.light.gg/db/items/882778888,https://www.bungie.net/common/destiny2_content/icons/6e4408c36fd0fc44222ba42f8e73775b.jpg
221,Round Robin,-,Legendary,Kinetic,HandCannon,4.1,4.5,https://www.light.gg/db/items/2034215657,https://www.bungie.net/common/destiny2_content/icons/b3a62debeaa2a38e4397eb1ab275c486.jpg
222,Service Revolver,-,Legendary,Kinetic,HandCannon,2.5,3,https://www.light.gg/db/items/2171006181,https://www.bungie.net/common/destiny2_content/icons/7f7f1635c957e64b7409197ae7ca013f.jpg
223,Service Revolver,-,Legendary,Kinetic,HandCannon,4.2,4.8,https://www.light.gg/db/items/834081972,https://www.bungie.net/common/destiny2_content/icons/7f7f1635c957e64b7409197ae7ca013f.jpg
224,Seventh Seraph Officer Revolver,-,Legendary,Kinetic,HandCannon,3.8,3.1,https://www.light.gg/db/items/3037520408,https://www.bungie.net/common/destiny2_content/icons/a669efeb228647283891c18166eb88e5.jpg
225,Seventh Seraph Officer Revolver,-,Legendary,Kinetic,HandCannon,3.4,2.2,https://www.light.gg/db/items/1555959830,https://www.bungie.net/common/destiny2_content/icons/6b0275414044484c7f039e58781239ff.jpg
226,Something New,-,Legendary,Kinetic,HandCannon,4.4,3.5,https://www.light.gg/db/items/1856262127,https://www.bungie.net/common/destiny2_content/icons/90560cc8fb656a7d61460de6e4343f80.jpg
227,Spare Rations,-,Legendary,Kinetic,HandCannon,3.1,3.4,https://www.light.gg/db/items/3236112986,https://www.bungie.net/common/destiny2_content/icons/1a65db38cd29ed8a340a802642f7e641.jpg
228,Spare Rations,-,Legendary,Kinetic,HandCannon,4.2,4.7,https://www.light.gg/db/items/3116356268,https://www.bungie.net/common/destiny2_content/icons/cc0f1437ffbdfa779eba2fb1cb26e48e.jpg
229,Survivor's Epitaph,-,Legendary,Kinetic,HandCannon,3.9,4.6,https://www.light.gg/db/items/310708513,https://www.bungie.net/common/destiny2_content/icons/ace673fedd9bcb795b44598164243450.jpg
230,Ten Paces,-,Legendary,Kinetic,HandCannon,3.3,4.2,https://www.light.gg/db/items/2112909415,https://www.bungie.net/common/destiny2_content/icons/d587af158ad32725251c8c25fb3ed4eb.jpg
231,The Old Fashioned,-,Legendary,Kinetic,HandCannon,3.3,4.7,https://www.light.gg/db/items/1706536806,https://www.bungie.net/common/destiny2_content/icons/af7ab2c3a55b41ad420a53fc05342fb8.jpg
232,The Old Fashioned,-,Legendary,Kinetic,HandCannon,3.9,4.4,https://www.light.gg/db/items/3569802112,https://www.bungie.net/common/destiny2_content/icons/af7ab2c3a55b41ad420a53fc05342fb8.jpg
233,The Steady Hand,-,Legendary,Kinetic,HandCannon,2.3,4.3,https://www.light.gg/db/items/1189790632,https://www.bungie.net/common/destiny2_content/icons/485e945f770c84b83c7a4a241c621059.jpg
234,The Steady Hand,-,Legendary,Kinetic,HandCannon,3.5,4.6,https://www.light.gg/db/items/2220884262,https://www.bungie.net/common/destiny2_content/icons/6d7f2ca571786df3fa3bf2183479dfc5.jpg
235,True Prophecy,-,Legendary,Kinetic,HandCannon,4.1,4.3,https://www.light.gg/db/items/2742838700,https://www.bungie.net/common/destiny2_content/icons/1a4382dd6c3cbc134f2d276c0ff63c7e.jpg
236,True Prophecy,-,Legendary,Kinetic,HandCannon,0,0,https://www.light.gg/db/items/408440598,https://www.bungie.net/common/destiny2_content/icons/1a4382dd6c3cbc134f2d276c0ff63c7e.jpg
237,Vulpecula,-,Legendary,Kinetic,HandCannon,4.5,3.4,https://www.light.gg/db/items/1622998472,https://www.bungie.net/common/destiny2_content/icons/6495d6a04cc9e7c0515b27b26ad8be60.jpg
238,Warden's Law,-,Legendary,Kinetic,HandCannon,4.1,3.9,https://www.light.gg/db/items/233423981,https://www.bungie.net/common/destiny2_content/icons/bd42932ccf5d91cf4fb7dc4a24438cb8.jpg
239,West of Sunfall 7,-,Legendary,Kinetic,HandCannon,4.5,4.5,https://www.light.gg/db/items/3285365667,https://www.bungie.net/common/destiny2_content/icons/71f344a003e83d0879d641186a2c32d2.jpg
240,Autumn Wind,-,Legendary,Kinetic,PulseRifle,3.1,4.7,https://www.light.gg/db/items/3110377595,https://www.bungie.net/common/destiny2_content/icons/e4fb79a73d90e6b9a85a6681d241a22c.jpg
241,Autumn Wind,-,Legendary,Kinetic,PulseRifle,4,5,https://www.light.gg/db/items/1674742470,https://www.bungie.net/common/destiny2_content/icons/e4fb79a73d90e6b9a85a6681d241a22c.jpg
242,Battle Scar,-,Legendary,Kinetic,PulseRifle,3.3,4.7,https://www.light.gg/db/items/1178397319,https://www.bungie.net/common/destiny2_content/icons/bfeb9e3001c43f9c0fdf63ae07c9b4e5.jpg
